,구,동,주야간,노면상태,기상상태,동_risk,주야간_risk,노면상태_risk,기상상태_risk,total_risk,corr_risk
2287,팔달구,교동,주간,건조,비,5.0,2.0,5.0,4.0,16.0,21.82363913672979
2288,팔달구,교동,주간,젖음/습기,맑음,5.0,2.0,4.0,5.0,16.0,21.823639136729785
2289,영통구,하동,야간,기타,눈,11.0,1.0,2.0,2.0,16.0,27.295002597792898
2290,영통구,하동,야간,적설,흐림,11.0,1.0,1.0,3.0,16.0,27.295002597792895
2291,팔달구,남수동,야간,건조,기타,9.0,1.0,5.0,1.0,16.0,25.49044108549116
2292,팔달구,남수동,야간,서리/결빙,흐림,9.0,1.0,3.0,3.0,16.0,25.490441085491153
2293,팔달구,남수동,야간,젖음/습기,눈,9.0,1.0,4.0,2.0,16.0,25.49044108549116
2294,팔달구,남수동,야간,기타,비,9.0,1.0,2.0,4.0,16.0,25.49044108549115
2295,팔달구,남수동,야간,적설,맑음,9.0,1.0,1.0,5.0,16.0,25.49044108549115
2296,팔달구,교동,야간,건조,맑음,5.0,1.0,5.0,5.0,16.0,21.881318060887672
2297,팔달구,장안동,야간,적설,기타,13.0,1.0,1.0,1.0,16.0,29.099564110094637
2298,팔달구,매향동,야간,건조,맑음,5.0,1.0,5.0,5.0,16.0,21.881318060887672
2299,팔달구,남수동,주간,적설,비,9.0,2.0,1.0,4.0,16.0,25.432762161333265
2300,팔달구,구천동,야간,젖음/습기,흐림,7.0,1.0,4.0,3.0,15.0,22.596654997921217
2301,팔달구,팔달로1가,야간,기타,흐림,9.0,1.0,2.0,3.0,15.0,24.40121651022295
2302,팔달구,남수동,야간,서리/결빙,눈,9.0,1.0,3.0,2.0,15.0,24.401216510222955
2303,팔달구,신풍동,주간,건조,맑음,3.0,2.0,5.0,5.0,15.0,18.929853049159846
2304,팔달구,팔달로1가,야간,젖음/습기,기타,9.0,1.0,4.0,1.0,15.0,24.40121651022296
2305,팔달구,구천동,야간,건조,눈,7.0,1.0,5.0,2.0,15.0,22.59665499792122
2306,팔달구,교동,야간,젖음/습기,맑음,5.0,1.0,4.0,5.0,15.0,20.79209348561947
2307,팔달구,구천동,야간,서리/결빙,비,7.0,1.0,3.0,4.0,15.0,22.596654997921213
2308,팔달구,남수동,야간,젖음/습기,기타,9.0,1.0,4.0,1.0,15.0,24.40121651022296
2309,장안구,하광교동,야간,젖음/습기,흐림,7.0,1.0,4.0,3.0,15.0,22.596654997921217
2310,팔달구,팔달로1가,야간,적설,비,9.0,1.0,1.0,4.0,15.0,24.40121651022295
2311,팔달구,남수동,야간,기타,흐림,9.0,1.0,2.0,3.0,15.0,24.40121651022295
2312,장안구,하광교동,주간,건조,기타,7.0,2.0,5.0,1.0,15.0,22.538976073763337
2313,팔달구,구천동,주간,젖음/습기,눈,7.0,2.0,4.0,2.0,15.0,22.538976073763337
2314,팔달구,교동,야간,건조,비,5.0,1.0,5.0,4.0,15.0,20.792093485619475
2315,장안구,하광교동,야간,기타,맑음,7.0,1.0,2.0,5.0,15.0,22.59665499792121
2316,영통구,신동,야간,적설,눈,11.0,1.0,1.0,2.0,15.0,26.205778022524697
2317,장안구,하광교동,주간,젖음/습기,눈,7.0,2.0,4.0,2.0,15.0,22.538976073763337
2318,팔달구,팔달로1가,야간,서리/결빙,눈,9.0,1.0,3.0,2.0,15.0,24.401216510222955
2319,영통구,신동,야간,기타,기타,11.0,1.0,2.0,1.0,15.0,26.205778022524697
2320,권선구,대황교동,주간,건조,맑음,3.0,2.0,5.0,5.0,15.0,18.929853049159846
2321,팔달구,매향동,주간,젖음/습기,비,5.0,2.0,4.0,4.0,15.0,20.734414561461584
2322,팔달구,구천동,주간,기타,비,7.0,2.0,2.0,4.0,15.0,22.53897607376333
2323,팔달구,구천동,주간,적설,맑음,7.0,2.0,1.0,5.0,15.0,22.538976073763326
2324,영통구,하동,야간,적설,눈,11.0,1.0,1.0,2.0,15.0,26.205778022524697
2325,영통구,하동,야간,기타,기타,11.0,1.0,2.0,1.0,15.0,26.205778022524697
2326,장안구,하광교동,주간,서리/결빙,흐림,7.0,2.0,3.0,3.0,15.0,22.538976073763333
2327,팔달구,교동,주간,젖음/습기,비,5.0,2.0,4.0,4.0,15.0,20.734414561461584
2328,영통구,하동,주간,적설,기타,11.0,2.0,1.0,1.0,15.0,26.148099098366814
2329,팔달구,남수동,주간,서리/결빙,기타,9.0,2.0,3.0,1.0,15.0,24.343537586065075
2330,팔달구,교동,주간,서리/결빙,맑음,5.0,2.0,3.0,5.0,15.0,20.734414561461584
2331,팔달구,교동,주간,건조,흐림,5.0,2.0,5.0,3.0,15.0,20.734414561461588
2332,팔달구,남수동,주간,기타,눈,9.0,2.0,2.0,2.0,15.0,24.34353758606507
2333,팔달구,구천동,주간,서리/결빙,흐림,7.0,2.0,3.0,3.0,15.0,22.538976073763333
2334,팔달구,구천동,야간,기타,맑음,7.0,1.0,2.0,5.0,15.0,22.59665499792121
2335,장안구,하광교동,야간,건조,눈,7.0,1.0,5.0,2.0,15.0,22.59665499792122
2336,팔달구,매향동,야간,젖음/습기,맑음,5.0,1.0,4.0,5.0,15.0,20.79209348561947
2337,장안구,하광교동,야간,서리/결빙,비,7.0,1.0,3.0,4.0,15.0,22.596654997921213
2338,장안구,하광교동,주간,적설,맑음,7.0,2.0,1.0,5.0,15.0,22.538976073763326
2339,장안구,하광교동,주간,기타,비,7.0,2.0,2.0,4.0,15.0,22.53897607376333
2340,팔달구,매향동,주간,서리/결빙,맑음,5.0,2.0,3.0,5.0,15.0,20.734414561461584
2341,팔달구,구천동,주간,건조,기타,7.0,2.0,5.0,1.0,15.0,22.538976073763337
2342,팔달구,팔달로1가,주간,서리/결빙,기타,9.0,2.0,3.0,1.0,15.0,24.343537586065075
2343,팔달구,팔달로1가,주간,적설,흐림,9.0,2.0,1.0,3.0,15.0,24.343537586065068
2344,영통구,신동,주간,적설,기타,11.0,2.0,1.0,1.0,15.0,26.148099098366814
2345,팔달구,남수동,주간,적설,흐림,9.0,2.0,1.0,3.0,15.0,24.343537586065068
2346,팔달구,매향동,야간,건조,비,5.0,1.0,5.0,4.0,15.0,20.792093485619475
2347,팔달구,남수동,야간,적설,비,9.0,1.0,1.0,4.0,15.0,24.40121651022295
2348,팔달구,매향동,주간,건조,흐림,5.0,2.0,5.0,3.0,15.0,20.734414561461588
2349,팔달구,팔달로1가,주간,기타,눈,9.0,2.0,2.0,2.0,15.0,24.34353758606507
2350,팔달구,매향동,야간,서리/결빙,맑음,5.0,1.0,3.0,5.0,14.0,19.70286891035127
2351,팔달구,구천동,주간,서리/결빙,눈,7.0,2.0,3.0,2.0,14.0,21.449751498495136
2352,권선구,대황교동,주간,건조,비,3.0,2.0,5.0,4.0,14.0,17.84062847389165
2353,팔달구,남수동,주간,적설,눈,9.0,2.0,1.0,2.0,14.0,23.25431301079687
2354,영통구,하동,야간,적설,기타,11.0,1.0,1.0,1.0,14.0,25.116553447256496
2355,팔달구,교동,야간,젖음/습기,비,5.0,1.0,4.0,4.0,14.0,19.70286891035127
2356,권선구,대황교동,주간,젖음/습기,맑음,3.0,2.0,4.0,5.0,14.0,17.840628473891645
2357,팔달구,팔달로1가,야간,서리/결빙,기타,9.0,1.0,3.0,1.0,14.0,23.311991934954754
2358,팔달구,신풍동,야간,건조,맑음,3.0,1.0,5.0,5.0,14.0,17.898307398049532
2359,팔달구,구천동,주간,기타,흐림,7.0,2.0,2.0,3.0,14.0,21.44975149849513
2360,장안구,하광교동,주간,적설,비,7.0,2.0,1.0,4.0,14.0,21.449751498495125
2361,팔달구,매향동,주간,건조,눈,5.0,2.0,5.0,2.0,14.0,19.64518998619339
2362,영통구,신동,야간,적설,기타,11.0,1.0,1.0,1.0,14.0,25.116553447256496
2363,팔달구,구천동,주간,적설,비,7.0,2.0,1.0,4.0,14.0,21.449751498495125
2364,팔달구,팔달로1가,주간,기타,기타,9.0,2.0,2.0,1.0,14.0,23.25431301079687
2365,팔달구,교동,주간,기타,맑음,5.0,2.0,2.0,5.0,14.0,19.645189986193383
2366,팔달구,교동,주간,젖음/습기,흐림,5.0,2.0,4.0,3.0,14.0,19.645189986193387
2367,장안구,하광교동,주간,서리/결빙,눈,7.0,2.0,3.0,2.0,14.0,21.449751498495136
2368,팔달구,교동,주간,서리/결빙,비,5.0,2.0,3.0,4.0,14.0,19.645189986193387
2369,팔달구,팔달로1가,주간,적설,눈,9.0,2.0,1.0,2.0,14.0,23.25431301079687
2370,팔달구,매향동,주간,젖음/습기,흐림,5.0,2.0,4.0,3.0,14.0,19.645189986193387
2371,팔달구,매향동,야간,젖음/습기,비,5.0,1.0,4.0,4.0,14.0,19.70286891035127
2372,팔달구,교동,주간,건조,눈,5.0,2.0,5.0,2.0,14.0,19.64518998619339
2373,팔달구,남수동,주간,기타,기타,9.0,2.0,2.0,1.0,14.0,23.25431301079687
2374,팔달구,매향동,야간,건조,흐림,5.0,1.0,5.0,3.0,14.0,19.702868910351274
2375,팔달구,매향동,주간,기타,맑음,5.0,2.0,2.0,5.0,14.0,19.645189986193383
2376,팔달구,팔달로1가,야간,적설,흐림,9.0,1.0,1.0,3.0,14.0,23.31199193495475
2377,팔달구,교동,야간,건조,흐림,5.0,1.0,5.0,3.0,14.0,19.702868910351274
2378,팔달구,구천동,야간,기타,비,7.0,1.0,2.0,4.0,14.0,21.50743042265301
2379,팔달구,교동,야간,서리/결빙,맑음,5.0,1.0,3.0,5.0,14.0,19.70286891035127
2380,팔달구,구천동,주간,젖음/습기,기타,7.0,2.0,4.0,1.0,14.0,21.449751498495136
2381,장안구,하광교동,야간,적설,맑음,7.0,1.0,1.0,5.0,14.0,21.50743042265301
2382,장안구,하광교동,야간,건조,기타,7.0,1.0,5.0,1.0,14.0,21.50743042265302
2383,장안구,하광교동,주간,기타,흐림,7.0,2.0,2.0,3.0,14.0,21.44975149849513
2384,장안구,하광교동,야간,젖음/습기,눈,7.0,1.0,4.0,2.0,14.0,21.50743042265302
2385,장안구,하광교동,야간,기타,비,7.0,1.0,2.0,4.0,14.0,21.50743042265301
2386,팔달구,구천동,야간,적설,맑음,7.0,1.0,1.0,5.0,14.0,21.50743042265301
2387,장안구,하광교동,야간,서리/결빙,흐림,7.0,1.0,3.0,3.0,14.0,21.507430422653012
2388,권선구,대황교동,야간,건조,맑음,3.0,1.0,5.0,5.0,14.0,17.898307398049532
2389,팔달구,매향동,주간,서리/결빙,비,5.0,2.0,3.0,4.0,14.0,19.645189986193387
2390,팔달구,남수동,야간,기타,눈,9.0,1.0,2.0,2.0,14.0,23.311991934954754
2391,팔달구,구천동,야간,젖음/습기,눈,7.0,1.0,4.0,2.0,14.0,21.50743042265302
2392,팔달구,남수동,야간,적설,흐림,9.0,1.0,1.0,3.0,14.0,23.31199193495475
2393,팔달구,구천동,야간,서리/결빙,흐림,7.0,1.0,3.0,3.0,14.0,21.507430422653012
2394,권선구,평리동,주간,건조,맑음,2.0,2.0,5.0,5.0,14.0,16.938347717740776
2395,팔달구,신풍동,주간,젖음/습기,맑음,3.0,2.0,4.0,5.0,14.0,17.840628473891645
2396,팔달구,팔달로1가,야간,기타,눈,9.0,1.0,2.0,2.0,14.0,23.311991934954754
2397,장안구,하광교동,주간,젖음/습기,기타,7.0,2.0,4.0,1.0,14.0,21.449751498495136
2398,팔달구,구천동,야간,건조,기타,7.0,1.0,5.0,1.0,14.0,21.50743042265302
2399,팔달구,남수동,야간,서리/결빙,기타,9.0,1.0,3.0,1.0,14.0,23.311991934954754
2400,팔달구,신풍동,주간,건조,비,3.0,2.0,5.0,4.0,14.0,17.84062847389165
2401,팔달구,구천동,야간,적설,비,7.0,1.0,1.0,4.0,13.0,20.41820584738481
2402,팔달구,구천동,야간,기타,흐림,7.0,1.0,2.0,3.0,13.0,20.41820584738481
2403,팔달구,매향동,야간,건조,눈,5.0,1.0,5.0,2.0,13.0,18.613644335083077
2404,팔달구,매향동,야간,젖음/습기,흐림,5.0,1.0,4.0,3.0,13.0,18.613644335083073
2405,팔달구,남수동,야간,적설,눈,9.0,1.0,1.0,2.0,13.0,22.222767359686554
2406,팔달구,남수동,야간,기타,기타,9.0,1.0,2.0,1.0,13.0,22.222767359686554
2407,팔달구,신풍동,야간,건조,비,3.0,1.0,5.0,4.0,13.0,16.80908282278133
2408,팔달구,신풍동,야간,젖음/습기,맑음,3.0,1.0,4.0,5.0,13.0,16.809082822781328
2409,팔달구,구천동,야간,젖음/습기,기타,7.0,1.0,4.0,1.0,13.0,20.41820584738482
2410,팔달구,매향동,야간,서리/결빙,비,5.0,1.0,3.0,4.0,13.0,18.61364433508307
2411,권선구,평리동,야간,건조,맑음,2.0,1.0,5.0,5.0,13.0,15.906802066630458
2412,팔달구,구천동,야간,서리/결빙,눈,7.0,1.0,3.0,2.0,13.0,20.418205847384815
2413,팔달구,매향동,야간,기타,맑음,5.0,1.0,2.0,5.0,13.0,18.613644335083066
2414,팔달구,교동,야간,기타,맑음,5.0,1.0,2.0,5.0,13.0,18.613644335083066
2415,팔달구,구천동,주간,적설,흐림,7.0,2.0,1.0,3.0,13.0,20.360526923226928
2416,권선구,평리동,주간,젖음/습기,맑음,2.0,2.0,4.0,5.0,13.0,15.849123142472575
2417,팔달구,매향동,주간,젖음/습기,눈,5.0,2.0,4.0,2.0,13.0,18.55596541092519
2418,팔달구,매향동,주간,기타,비,5.0,2.0,2.0,4.0,13.0,18.555965410925182
2419,팔달구,매향동,주간,적설,맑음,5.0,2.0,1.0,5.0,13.0,18.555965410925182
2420,권선구,대황교동,주간,젖음/습기,비,3.0,2.0,4.0,4.0,13.0,16.751403898623444
2421,장안구,하광교동,야간,젖음/습기,기타,7.0,1.0,4.0,1.0,13.0,20.41820584738482
2422,장안구,하광교동,야간,서리/결빙,눈,7.0,1.0,3.0,2.0,13.0,20.418205847384815
2423,팔달구,팔달로1가,주간,적설,기타,9.0,2.0,1.0,1.0,13.0,22.16508843552867
2424,권선구,평리동,주간,건조,비,2.0,2.0,5.0,4.0,13.0,15.849123142472576
2425,팔달구,교동,주간,건조,기타,5.0,2.0,5.0,1.0,13.0,18.55596541092519
2426,팔달구,교동,주간,서리/결빙,흐림,5.0,2.0,3.0,3.0,13.0,18.555965410925186
2427,장안구,하광교동,주간,서리/결빙,기타,7.0,2.0,3.0,1.0,13.0,20.360526923226935
2428,팔달구,교동,주간,젖음/습기,눈,5.0,2.0,4.0,2.0,13.0,18.55596541092519
2429,팔달구,남창동,주간,건조,맑음,1.0,2.0,5.0,5.0,13.0,14.946842386321705
2430,팔달구,교동,주간,기타,비,5.0,2.0,2.0,4.0,13.0,18.555965410925182
2431,팔달구,교동,주간,적설,맑음,5.0,2.0,1.0,5.0,13.0,18.555965410925182
2432,팔달구,교동,야간,건조,눈,5.0,1.0,5.0,2.0,13.0,18.613644335083077
2433,권선구,대황교동,주간,건조,흐림,3.0,2.0,5.0,3.0,13.0,16.75140389862345
2434,권선구,대황교동,주간,서리/결빙,맑음,3.0,2.0,3.0,5.0,13.0,16.751403898623444
2435,팔달구,교동,야간,서리/결빙,비,5.0,1.0,3.0,4.0,13.0,18.61364433508307
2436,팔달구,교동,야간,젖음/습기,흐림,5.0,1.0,4.0,3.0,13.0,18.613644335083073
2437,장안구,하광교동,야간,적설,비,7.0,1.0,1.0,4.0,13.0,20.41820584738481
2438,장안구,하광교동,야간,기타,흐림,7.0,1.0,2.0,3.0,13.0,20.41820584738481
2439,장안구,하광교동,주간,기타,눈,7.0,2.0,2.0,2.0,13.0,20.36052692322693
2440,팔달구,팔달로1가,야간,적설,눈,9.0,1.0,1.0,2.0,13.0,22.222767359686554
2441,팔달구,신풍동,주간,건조,흐림,3.0,2.0,5.0,3.0,13.0,16.75140389862345
2442,팔달구,신풍동,주간,서리/결빙,맑음,3.0,2.0,3.0,5.0,13.0,16.751403898623444
2443,팔달구,신풍동,주간,젖음/습기,비,3.0,2.0,4.0,4.0,13.0,16.751403898623444
2444,권선구,대황교동,야간,건조,비,3.0,1.0,5.0,4.0,13.0,16.80908282278133
2445,팔달구,팔달로1가,야간,기타,기타,9.0,1.0,2.0,1.0,13.0,22.222767359686554
2446,팔달구,구천동,주간,서리/결빙,기타,7.0,2.0,3.0,1.0,13.0,20.360526923226935
2447,장안구,하광교동,주간,적설,흐림,7.0,2.0,1.0,3.0,13.0,20.360526923226928
2448,팔달구,구천동,주간,기타,눈,7.0,2.0,2.0,2.0,13.0,20.36052692322693
2449,팔달구,매향동,주간,서리/결빙,흐림,5.0,2.0,3.0,3.0,13.0,18.555965410925186
2450,팔달구,남수동,주간,적설,기타,9.0,2.0,1.0,1.0,13.0,22.16508843552867
2451,팔달구,매향동,주간,건조,기타,5.0,2.0,5.0,1.0,13.0,18.55596541092519
2452,권선구,대황교동,야간,젖음/습기,맑음,3.0,1.0,4.0,5.0,13.0,16.809082822781328
2453,팔달구,남수동,야간,적설,기타,9.0,1.0,1.0,1.0,12.0,21.133542784418353
2454,팔달구,남창동,주간,건조,비,1.0,2.0,5.0,4.0,12.0,13.857617811053506
2455,팔달구,남창동,주간,젖음/습기,맑음,1.0,2.0,4.0,5.0,12.0,13.857617811053505
2456,팔달구,남창동,야간,건조,맑음,1.0,1.0,5.0,5.0,12.0,13.915296735211388
2457,팔달구,교동,야간,건조,기타,5.0,1.0,5.0,1.0,12.0,17.524419759814876
2458,팔달구,구천동,주간,기타,기타,7.0,2.0,2.0,1.0,12.0,19.27130234795873
2459,팔달구,교동,야간,서리/결빙,흐림,5.0,1.0,3.0,3.0,12.0,17.524419759814872
2460,권선구,평리동,야간,젖음/습기,맑음,2.0,1.0,4.0,5.0,12.0,14.817577491362258
2461,팔달구,구천동,주간,적설,눈,7.0,2.0,1.0,2.0,12.0,19.27130234795873
2462,팔달구,신풍동,야간,서리/결빙,맑음,3.0,1.0,3.0,5.0,12.0,15.719858247513127
2463,권선구,평리동,야간,건조,비,2.0,1.0,5.0,4.0,12.0,14.81757749136226
2464,팔달구,매향동,야간,건조,기타,5.0,1.0,5.0,1.0,12.0,17.524419759814876
2465,팔달구,팔달로1가,야간,적설,기타,9.0,1.0,1.0,1.0,12.0,21.133542784418353
2466,권선구,평리동,주간,젖음/습기,비,2.0,2.0,4.0,4.0,12.0,14.759898567204376
2467,팔달구,매향동,야간,서리/결빙,흐림,5.0,1.0,3.0,3.0,12.0,17.524419759814872
2468,장안구,하광교동,주간,기타,기타,7.0,2.0,2.0,1.0,12.0,19.27130234795873
2469,팔달구,매향동,야간,젖음/습기,눈,5.0,1.0,4.0,2.0,12.0,17.524419759814876
2470,권선구,평리동,주간,서리/결빙,맑음,2.0,2.0,3.0,5.0,12.0,14.759898567204372
2471,권선구,평리동,주간,건조,흐림,2.0,2.0,5.0,3.0,12.0,14.759898567204377
2472,팔달구,신풍동,야간,건조,흐림,3.0,1.0,5.0,3.0,12.0,15.719858247513132
2473,팔달구,매향동,주간,서리/결빙,눈,5.0,2.0,3.0,2.0,12.0,17.46674083565699
2474,팔달구,매향동,야간,기타,비,5.0,1.0,2.0,4.0,12.0,17.52441975981487
2475,팔달구,매향동,야간,적설,맑음,5.0,1.0,1.0,5.0,12.0,17.524419759814865
2476,팔달구,신풍동,야간,젖음/습기,비,3.0,1.0,4.0,4.0,12.0,15.719858247513129
2477,팔달구,매향동,주간,적설,비,5.0,2.0,1.0,4.0,12.0,17.46674083565698
2478,팔달구,매향동,주간,기타,흐림,5.0,2.0,2.0,3.0,12.0,17.466740835656985
2479,팔달구,매향동,주간,젖음/습기,기타,5.0,2.0,4.0,1.0,12.0,17.46674083565699
2480,장안구,하광교동,주간,적설,눈,7.0,2.0,1.0,2.0,12.0,19.27130234795873
2481,권선구,대황교동,주간,기타,맑음,3.0,2.0,2.0,5.0,12.0,15.662179323355243
2482,팔달구,교동,야간,젖음/습기,눈,5.0,1.0,4.0,2.0,12.0,17.524419759814876
2483,장안구,하광교동,야간,기타,눈,7.0,1.0,2.0,2.0,12.0,19.328981272116614
2484,권선구,대황교동,야간,서리/결빙,맑음,3.0,1.0,3.0,5.0,12.0,15.719858247513127
2485,팔달구,구천동,야간,적설,흐림,7.0,1.0,1.0,3.0,12.0,19.32898127211661
2486,권선구,대황교동,주간,젖음/습기,흐림,3.0,2.0,4.0,3.0,12.0,15.662179323355247
2487,장안구,하광교동,야간,서리/결빙,기타,7.0,1.0,3.0,1.0,12.0,19.328981272116614
2488,장안구,하광교동,야간,적설,흐림,7.0,1.0,1.0,3.0,12.0,19.32898127211661
2489,팔달구,구천동,야간,기타,눈,7.0,1.0,2.0,2.0,12.0,19.328981272116614
2490,권선구,대황교동,야간,건조,흐림,3.0,1.0,5.0,3.0,12.0,15.719858247513132
2491,팔달구,교동,야간,적설,맑음,5.0,1.0,1.0,5.0,12.0,17.524419759814865
2492,팔달구,신풍동,주간,기타,맑음,3.0,2.0,2.0,5.0,12.0,15.662179323355243
2493,팔달구,교동,주간,서리/결빙,눈,5.0,2.0,3.0,2.0,12.0,17.46674083565699
2494,팔달구,구천동,야간,서리/결빙,기타,7.0,1.0,3.0,1.0,12.0,19.328981272116614
2495,팔달구,교동,주간,젖음/습기,기타,5.0,2.0,4.0,1.0,12.0,17.46674083565699
2496,팔달구,교동,주간,기타,흐림,5.0,2.0,2.0,3.0,12.0,17.466740835656985
2497,팔달구,교동,야간,기타,비,5.0,1.0,2.0,4.0,12.0,17.52441975981487
2498,팔달구,신풍동,주간,서리/결빙,비,3.0,2.0,3.0,4.0,12.0,15.662179323355245
2499,팔달구,신풍동,주간,젖음/습기,흐림,3.0,2.0,4.0,3.0,12.0,15.662179323355247
2500,팔달구,신풍동,주간,건조,눈,3.0,2.0,5.0,2.0,12.0,15.66217932335525
2501,팔달구,교동,주간,적설,비,5.0,2.0,1.0,4.0,12.0,17.46674083565698
2502,권선구,대황교동,주간,서리/결빙,비,3.0,2.0,3.0,4.0,12.0,15.662179323355245
2503,권선구,대황교동,주간,건조,눈,3.0,2.0,5.0,2.0,12.0,15.66217932335525
2504,권선구,대황교동,야간,젖음/습기,비,3.0,1.0,4.0,4.0,12.0,15.719858247513129
2505,팔달구,신풍동,주간,서리/결빙,흐림,3.0,2.0,3.0,3.0,11.0,14.572954748087046
2506,권선구,대황교동,야간,건조,눈,3.0,1.0,5.0,2.0,11.0,14.630633672244933
2507,장안구,하광교동,야간,기타,기타,7.0,1.0,2.0,1.0,11.0,18.239756696848413
2508,팔달구,신풍동,야간,서리/결빙,비,3.0,1.0,3.0,4.0,11.0,14.630633672244928
2509,장안구,하광교동,야간,적설,눈,7.0,1.0,1.0,2.0,11.0,18.239756696848413
2510,권선구,평리동,야간,서리/결빙,맑음,2.0,1.0,3.0,5.0,11.0,13.728352916094057
2511,팔달구,구천동,야간,기타,기타,7.0,1.0,2.0,1.0,11.0,18.239756696848413
2512,팔달구,매향동,주간,기타,눈,5.0,2.0,2.0,2.0,11.0,16.377516260388788
2513,권선구,대황교동,야간,기타,맑음,3.0,1.0,2.0,5.0,11.0,14.630633672244926
2514,팔달구,남창동,야간,젖음/습기,맑음,1.0,1.0,4.0,5.0,11.0,12.826072159943188
2515,권선구,평리동,야간,건조,흐림,2.0,1.0,5.0,3.0,11.0,13.72835291609406
2516,팔달구,신풍동,주간,건조,기타,3.0,2.0,5.0,1.0,11.0,14.572954748087053
2517,권선구,대황교동,야간,젖음/습기,흐림,3.0,1.0,4.0,3.0,11.0,14.63063367224493
2518,팔달구,남창동,야간,건조,비,1.0,1.0,5.0,4.0,11.0,12.82607215994319
2519,권선구,대황교동,야간,서리/결빙,비,3.0,1.0,3.0,4.0,11.0,14.630633672244928
2520,장안구,하광교동,주간,적설,기타,7.0,2.0,1.0,1.0,11.0,18.18207777269053
